country,year,sex,age,suicides_no,population,suicides/100k pop
Maldives,2011,female,15-24 years,0,38483,0.0
Maldives,2011,female,25-34 years,0,33114,0.0
Maldives,2011,female,35-54 years,0,36341,0.0
Maldives,2011,female,5-14 years,0,28689,0.0
Maldives,2011,female,55-74 years,0,12507,0.0
Maldives,2011,female,75+ years,0,2370,0.0
Maldives,2011,male,15-24 years,0,50597,0.0
Maldives,2011,male,35-54 years,0,44123,0.0
Maldives,2011,male,55-74 years,0,13188,0.0
Maldives,2011,male,75+ years,0,3263,0.0
Malta,2010,male,35-54 years,17,56430,30.13
Malta,2010,male,75+ years,2,10212,19.58
Malta,2010,male,15-24 years,3,29208,10.27
Malta,2010,male,25-34 years,3,31445,9.54
Malta,2010,male,55-74 years,4,46730,8.56
Malta,2010,female,55-74 years,2,49604,4.03
Malta,2010,female,15-24 years,0,27407,0.0
Malta,2010,female,25-34 years,0,29274,0.0
Malta,2010,female,35-54 years,0,54977,0.0
Malta,2010,female,5-14 years,0,21055,0.0
Malta,2010,female,75+ years,0,16506,0.0
Malta,2010,male,5-14 years,0,22101,0.0
Malta,2011,male,35-54 years,9,56411,15.95
Malta,2011,male,25-34 years,4,31295,12.78
Malta,2011,male,15-24 years,3,28714,10.45
Malta,2011,male,55-74 years,4,48074,8.32
Malta,2011,female,15-24 years,0,27130,0.0
Malta,2011,female,25-34 years,0,29205,0.0
Malta,2011,female,35-54 years,0,54987,0.0
Malta,2011,female,5-14 years,0,20542,0.0
Malta,2011,female,55-74 years,0,50691,0.0
Malta,2011,female,75+ years,0,17111,0.0
Malta,2011,male,5-14 years,0,21524,0.0
Malta,2011,male,75+ years,0,10739,0.0
Malta,2012,male,55-74 years,8,49347,16.21
Malta,2012,male,35-54 years,6,56478,10.62
Malta,2012,male,25-34 years,3,31548,9.51
Malta,2012,male,75+ years,1,11234,8.9
Malta,2012,female,35-54 years,4,54944,7.28
Malta,2012,female,55-74 years,2,51796,3.86
Malta,2012,male,15-24 years,1,28647,3.49
Malta,2012,female,15-24 years,0,26975,0.0
Malta,2012,female,25-34 years,0,29331,0.0
Malta,2012,female,5-14 years,0,20066,0.0
Malta,2012,female,75+ years,0,17713,0.0
Malta,2012,male,5-14 years,0,21059,0.0
Malta,2013,male,35-54 years,11,56705,19.4
Malta,2013,male,75+ years,1,11751,8.51
Malta,2013,male,55-74 years,4,50574,7.91
Malta,2013,male,15-24 years,2,28655,6.98
Malta,2013,male,25-34 years,2,32048,6.24
Malta,2013,male,5-14 years,1,20804,4.81
Malta,2013,female,25-34 years,1,29657,3.37
Malta,2013,female,15-24 years,0,26698,0.0
Malta,2013,female,35-54 years,0,54854,0.0
Malta,2013,female,5-14 years,0,19765,0.0
Malta,2013,female,55-74 years,0,52903,0.0
Malta,2013,female,75+ years,0,18314,0.0
Malta,2014,male,75+ years,5,12335,40.54
Malta,2014,male,35-54 years,13,57094,22.77
Malta,2014,male,55-74 years,5,51764,9.66
Malta,2014,male,15-24 years,2,28298,7.07
Malta,2014,male,25-34 years,2,32560,6.14
Malta,2014,female,5-14 years,1,19668,5.08
Malta,2014,female,15-24 years,1,26151,3.82
Malta,2014,female,25-34 years,1,30050,3.33
Malta,2014,female,55-74 years,1,54027,1.85
Malta,2014,female,35-54 years,1,54883,1.82
Malta,2014,female,75+ years,0,18918,0.0
Malta,2014,male,5-14 years,0,20777,0.0
Malta,2015,male,25-34 years,8,33179,24.11
Malta,2015,male,35-54 years,9,57603,15.62
Malta,2015,male,55-74 years,8,53017,15.09
Malta,2015,male,15-24 years,2,27768,7.2
Malta,2015,female,35-54 years,3,55098,5.44
Malta,2015,female,15-24 years,1,25588,3.91
Malta,2015,female,55-74 years,2,55161,3.63
Malta,2015,female,25-34 years,1,30613,3.27
Malta,2015,female,5-14 years,0,19625,0.0
Malta,2015,female,75+ years,0,19379,0.0
Malta,2015,male,5-14 years,0,20817,0.0
Malta,2015,male,75+ years,0,12789,0.0
Mauritius,2010,male,75+ years,4,12508,31.98
Mauritius,2010,male,25-34 years,18,102081,17.63
Mauritius,2010,male,35-54 years,28,181881,15.39
Mauritius,2010,male,15-24 years,15,100282,14.96
Mauritius,2010,male,55-74 years,11,81700,13.46
Mauritius,2010,female,25-34 years,9,102078,8.82
Mauritius,2010,female,35-54 years,8,184083,4.35
Mauritius,2010,female,55-74 years,3,93848,3.2
Mauritius,2010,female,15-24 years,2,98088,2.04
Mauritius,2010,female,5-14 years,0,92051,0.0
Mauritius,2010,female,75+ years,0,21469,0.0
Mauritius,2010,male,5-14 years,0,94862,0.0
Mauritius,2011,male,25-34 years,28,101278,27.65
Mauritius,2011,male,75+ years,3,12837,23.37
Mauritius,2011,male,35-54 years,40,182167,21.96
Mauritius,2011,male,15-24 years,13,101183,12.85
Mauritius,2011,male,55-74 years,11,85760,12.83
Mauritius,2011,female,15-24 years,10,99022,10.1
Mauritius,2011,female,25-34 years,5,100904,4.96
Mauritius,2011,female,55-74 years,3,98036,3.06
Mauritius,2011,female,35-54 years,4,185299,2.16
Mauritius,2011,female,5-14 years,1,90807,1.1
Mauritius,2011,female,75+ years,0,22119,0.0
Mauritius,2011,male,5-14 years,0,93940,0.0
Mauritius,2012,male,25-34 years,26,99664,26.09
Mauritius,2012,male,35-54 years,37,183077,20.21
Mauritius,2012,male,55-74 years,14,90063,15.54
Mauritius,2012,male,75+ years,2,13212,15.14
Mauritius,2012,female,15-24 years,10,99697,10.03
Mauritius,2012,male,15-24 years,9,101864,8.84
Mauritius,2012,female,25-34 years,6,99373,6.04
Mauritius,2012,female,75+ years,1,22801,4.39
Mauritius,2012,female,35-54 years,5,186881,2.68
Mauritius,2012,female,5-14 years,2,89061,2.25
Mauritius,2012,female,55-74 years,2,102269,1.96
Mauritius,2012,male,5-14 years,1,92585,1.08
Mauritius,2013,male,25-34 years,19,91452,20.78
Mauritius,2013,male,35-54 years,33,178200,18.52
Mauritius,2013,male,15-24 years,17,96237,17.66
Mauritius,2013,male,75+ years,2,14627,13.67
Mauritius,2013,male,55-74 years,12,95695,12.54
Mauritius,2013,female,15-24 years,8,94321,8.48
Mauritius,2013,female,5-14 years,2,87604,2.28
Mauritius,2013,female,35-54 years,3,176180,1.7
Mauritius,2013,female,25-34 years,1,89909,1.11
Mauritius,2013,female,55-74 years,1,107634,0.93
Mauritius,2013,female,75+ years,0,24625,0.0
Mauritius,2013,male,5-14 years,0,90906,0.0
Mauritius,2014,male,25-34 years,24,90004,26.67
Mauritius,2014,male,15-24 years,24,96346,24.91
Mauritius,2014,male,35-54 years,41,179164,22.88
Mauritius,2014,female,75+ years,2,25080,7.97
Mauritius,2014,female,25-34 years,7,88430,7.92
Mauritius,2014,male,75+ years,1,14983,6.67
Mauritius,2014,male,55-74 years,6,99760,6.01
Mauritius,2014,female,35-54 years,7,176494,3.97
Mauritius,2014,female,5-14 years,3,85980,3.49
Mauritius,2014,female,15-24 years,3,94217,3.18
Mauritius,2014,female,55-74 years,2,112152,1.78
Mauritius,2014,male,5-14 years,0,88814,0.0
Mauritius,2015,male,35-54 years,37,180202,20.53
Mauritius,2015,male,25-34 years,16,88362,18.11
Mauritius,2015,male,15-24 years,14,96489,14.51
Mauritius,2015,male,75+ years,2,15510,12.89
Mauritius,2015,female,25-34 years,10,86613,11.55
Mauritius,2015,male,55-74 years,9,103727,8.68
Mauritius,2015,female,15-24 years,7,94082,7.44
Mauritius,2015,female,55-74 years,4,116373,3.44
Mauritius,2015,female,35-54 years,5,177447,2.82
Mauritius,2015,female,5-14 years,0,83838,0.0
Mauritius,2015,female,75+ years,0,25820,0.0
Mauritius,2015,male,5-14 years,0,86385,0.0
Mauritius,2016,male,25-34 years,17,87701,19.38
Mauritius,2016,male,75+ years,3,15754,19.04
Mauritius,2016,male,15-24 years,18,96372,18.68
Mauritius,2016,male,35-54 years,33,180530,18.28
Mauritius,2016,male,55-74 years,12,107902,11.12
Mauritius,2016,female,15-24 years,4,94001,4.26
Mauritius,2016,female,25-34 years,3,85747,3.5
Mauritius,2016,female,35-54 years,6,177524,3.38
Mauritius,2016,female,55-74 years,2,120603,1.66
Mauritius,2016,female,75+ years,0,26298,0.0
Mexico,2010,male,75+ years,165,1187437,13.9
Mexico,2010,male,25-34 years,936,9704369,9.65
Mexico,2010,male,15-24 years,1074,11192708,9.6
Mexico,2010,male,35-54 years,1191,13117850,9.08
Mexico,2010,male,55-74 years,483,5353293,9.02
Mexico,2010,female,15-24 years,350,10827976,3.23
Mexico,2010,female,25-34 years,177,9676184,1.83
Mexico,2010,female,35-54 years,231,13887708,1.66
Mexico,2010,female,55-74 years,62,5735458,1.08
Mexico,2010,male,5-14 years,109,11983471,0.91
Mexico,2010,female,5-14 years,73,11534311,0.63
Mexico,2010,female,75+ years,7,1675096,0.42
Mexico,2011,male,75+ years,156,1236980,12.61
Mexico,2011,male,15-24 years,1308,11318362,11.56
Mexico,2011,male,25-34 years,1024,9792087,10.46
Mexico,2011,male,35-54 years,1326,13558864,9.78
Mexico,2011,male,55-74 years,533,5562736,9.58
Mexico,2011,female,15-24 years,439,10955599,4.01
Mexico,2011,female,25-34 years,225,9731711,2.31
Mexico,2011,female,35-54 years,222,14331297,1.55
Mexico,2011,female,55-74 years,72,5967658,1.21
Mexico,2011,male,5-14 years,140,11975964,1.17
Mexico,2011,female,5-14 years,107,11496698,0.93
Mexico,2011,female,75+ years,6,1727144,0.35
Mexico,2012,male,75+ years,170,1283320,13.25
Mexico,2012,male,15-24 years,1251,11427075,10.95
Mexico,2012,male,25-34 years,1013,9890969,10.24
Mexico,2012,male,35-54 years,1264,13980301,9.04
Mexico,2012,male,55-74 years,509,5778173,8.81
Mexico,2012,female,15-24 years,407,11076558,3.67
Mexico,2012,female,25-34 years,214,9801779,2.18
Mexico,2012,female,35-54 years,258,14755637,1.75
Mexico,2012,female,55-74 years,85,6214623,1.37
Mexico,2012,male,5-14 years,123,11945793,1.03
Mexico,2012,female,5-14 years,79,11441953,0.69
Mexico,2012,female,75+ years,8,1772584,0.45
Mexico,2013,male,75+ years,161,1328764,12.12
Mexico,2013,male,25-34 years,1151,10000769,11.51
Mexico,2013,male,15-24 years,1220,11520698,10.59
Mexico,2013,male,35-54 years,1469,14385858,10.21
Mexico,2013,male,55-74 years,565,5999782,9.42
Mexico,2013,female,15-24 years,392,11186604,3.5
Mexico,2013,female,25-34 years,212,9885421,2.14
Mexico,2013,female,35-54 years,263,15162201,1.73
Mexico,2013,female,55-74 years,94,6474009,1.45
Mexico,2013,female,75+ years,16,1815829,0.88
Mexico,2013,male,5-14 years,102,11898580,0.86
Mexico,2013,female,5-14 years,66,11378193,0.58
Mexico,2014,male,75+ years,177,1376264,12.86
Mexico,2014,male,15-24 years,1334,11603241,11.5
Mexico,2014,male,25-34 years,1140,10118932,11.27
Mexico,2014,male,35-54 years,1558,14784480,10.54
Mexico,2014,male,55-74 years,612,6228708,9.83
Mexico,2014,female,15-24 years,416,11280468,3.69
Mexico,2014,female,25-34 years,271,9978692,2.72
Mexico,2014,female,35-54 years,333,15556091,2.14
Mexico,2014,female,55-74 years,91,6743397,1.35
Mexico,2014,male,5-14 years,129,11844045,1.09
Mexico,2014,female,5-14 years,109,11316008,0.96
Mexico,2014,female,75+ years,8,1862263,0.43
Mexico,2015,male,25-34 years,1195,10243158,11.67
Mexico,2015,male,15-24 years,1347,11676480,11.54
Mexico,2015,male,75+ years,163,1427654,11.42
Mexico,2015,male,35-54 years,1560,15181008,10.28
Mexico,2015,male,55-74 years,584,6465941,9.03
Mexico,2015,female,15-24 years,484,11354811,4.26
Mexico,2015,female,25-34 years,267,10079012,2.65
Mexico,2015,female,35-54 years,303,15940497,1.9
Mexico,2015,female,55-74 years,88,7021916,1.25
Mexico,2015,male,5-14 years,137,11790898,1.16
Mexico,2015,female,5-14 years,95,11261292,0.84
Mexico,2015,female,75+ years,11,1915217,0.57
Mongolia,2016,male,25-34 years,127,290660,43.69
Mongolia,2016,male,35-54 years,127,375631,33.81
Mongolia,2016,male,15-24 years,85,252851,33.62
Mongolia,2016,male,55-74 years,29,113527,25.54
Mongolia,2016,male,75+ years,3,15349,19.55
Mongolia,2016,female,75+ years,3,26305,11.4
Mongolia,2016,female,15-24 years,18,246805,7.29
Mongolia,2016,female,25-34 years,15,292237,5.13
Mongolia,2016,female,35-54 years,15,406028,3.69
Mongolia,2016,female,55-74 years,1,148196,0.67
Netherlands,2010,male,35-54 years,496,2479310,20.01
Netherlands,2010,male,55-74 years,332,1774913,18.71
Netherlands,2010,male,75+ years,82,440573,18.61
Netherlands,2010,male,25-34 years,115,1005583,11.44
Netherlands,2010,male,15-24 years,97,1034368,9.38
Netherlands,2010,female,35-54 years,208,2448571,8.49
Netherlands,2010,female,55-74 years,143,1809756,7.9
Netherlands,2010,female,75+ years,46,714774,6.44
Netherlands,2010,female,25-34 years,53,997025,5.32
Netherlands,2010,female,15-24 years,26,1000536,2.6
Netherlands,2010,male,5-14 years,5,1015895,0.49
Netherlands,2010,female,5-14 years,1,970105,0.1
Netherlands,2011,male,35-54 years,504,2459735,20.49
Netherlands,2011,male,75+ years,91,455083,20.0
Netherlands,2011,male,55-74 years,316,1813398,17.43
Netherlands,2011,male,25-34 years,138,1010996,13.65
Netherlands,2011,female,55-74 years,161,1847013,8.72
Netherlands,2011,female,35-54 years,210,2433362,8.63
Netherlands,2011,male,15-24 years,85,1039605,8.18
Netherlands,2011,female,25-34 years,63,1002441,6.28
Netherlands,2011,female,75+ years,40,724633,5.52
Netherlands,2011,female,15-24 years,38,1004949,3.78
Netherlands,2011,male,5-14 years,3,1013127,0.3
Netherlands,2011,female,5-14 years,1,967820,0.1
Netherlands,2012,male,35-54 years,532,2436155,21.84
Netherlands,2012,male,75+ years,91,469742,19.37
Netherlands,2012,male,55-74 years,319,1852538,17.22
Netherlands,2012,male,25-34 years,143,1017789,14.05
Netherlands,2012,female,35-54 years,240,2414858,9.94
Netherlands,2012,female,55-74 years,182,1885068,9.65
Netherlands,2012,male,15-24 years,97,1041845,9.31
Netherlands,2012,female,75+ years,55,734017,7.49
Netherlands,2012,female,25-34 years,58,1008927,5.75
Netherlands,2012,female,15-24 years,33,1006742,3.28
Netherlands,2012,male,5-14 years,4,1008342,0.4
Netherlands,2012,female,5-14 years,2,963480,0.21
Netherlands,2013,male,35-54 years,555,2410644,23.02
Netherlands,2013,male,75+ years,109,485554,22.45
Netherlands,2013,male,55-74 years,409,1890352,21.64
Netherlands,2013,male,25-34 years,137,1024168,13.38
Netherlands,2013,female,55-74 years,186,1922945,9.67
Netherlands,2013,male,15-24 years,93,1044562,8.9
Netherlands,2013,female,35-54 years,209,2394702,8.73
Netherlands,2013,female,75+ years,59,744083,7.93
Netherlands,2013,female,15-24 years,46,1009345,4.56
Netherlands,2013,female,25-34 years,46,1014090,4.54
Netherlands,2013,male,5-14 years,4,1002074,0.4
Netherlands,2013,female,5-14 years,3,956989,0.31
Netherlands,2014,male,35-54 years,563,2410644,23.35
Netherlands,2014,male,55-74 years,391,1890352,20.68
Netherlands,2014,male,75+ years,97,485554,19.98
Netherlands,2014,male,25-34 years,117,1024168,11.42
Netherlands,2014,female,55-74 years,197,1922945,10.24
Netherlands,2014,female,35-54 years,228,2394702,9.52
Netherlands,2014,female,75+ years,61,744083,8.2
Netherlands,2014,male,15-24 years,81,1044562,7.75
Netherlands,2014,female,25-34 years,54,1014090,5.32
Netherlands,2014,female,15-24 years,48,1009345,4.76
Netherlands,2014,female,5-14 years,1,956989,0.1
Netherlands,2014,male,5-14 years,1,1002074,0.1
Netherlands,2015,male,75+ years,129,523197,24.66
Netherlands,2015,male,55-74 years,418,1966083,21.26
Netherlands,2015,male,35-54 years,499,2362263,21.12
Netherlands,2015,male,25-34 years,146,1045012,13.97
Netherlands,2015,female,55-74 years,220,1998082,11.01
Netherlands,2015,female,35-54 years,211,2353550,8.97
Netherlands,2015,male,15-24 years,89,1058675,8.41
Netherlands,2015,female,75+ years,55,770107,7.14
Netherlands,2015,female,25-34 years,65,1030867,6.31
Netherlands,2015,female,15-24 years,34,1018674,3.34
Netherlands,2015,female,5-14 years,6,943082,0.64
Netherlands,2015,male,5-14 years,1,987750,0.1
Netherlands,2016,male,75+ years,123,541327,22.72
Netherlands,2016,male,55-74 years,436,2004642,21.75
Netherlands,2016,male,35-54 years,478,2341693,20.41
Netherlands,2016,male,25-34 years,159,1061905,14.97
Netherlands,2016,female,75+ years,87,781301,11.14
Netherlands,2016,female,55-74 years,209,2037375,10.26
Netherlands,2016,female,35-54 years,217,2334777,9.29
Netherlands,2016,male,15-24 years,77,1067719,7.21
Netherlands,2016,female,25-34 years,65,1043372,6.23
Netherlands,2016,female,15-24 years,35,1025443,3.41
New Zealand,2010,male,35-54 years,155,591000,26.23
New Zealand,2010,male,25-34 years,65,272460,23.86
New Zealand,2010,male,15-24 years,77,326870,23.56
New Zealand,2010,male,75+ years,20,107610,18.59
New Zealand,2010,male,55-74 years,67,387900,17.27
New Zealand,2010,female,15-24 years,35,310690,11.27
New Zealand,2010,female,25-34 years,30,285250,10.52
New Zealand,2010,female,35-54 years,51,635970,8.02
New Zealand,2010,female,75+ years,9,148370,6.07
New Zealand,2010,female,55-74 years,21,406770,5.16
New Zealand,2010,female,5-14 years,3,284090,1.06
New Zealand,2010,male,5-14 years,3,298490,1.01
New Zealand,2011,male,15-24 years,96,330920,29.01
New Zealand,2011,male,25-34 years,70,277600,25.22
New Zealand,2011,male,35-54 years,129,586950,21.98
New Zealand,2011,male,75+ years,19,110720,17.16
New Zealand,2011,male,55-74 years,60,399890,15.0
New Zealand,2011,female,15-24 years,33,311490,10.59
New Zealand,2011,female,25-34 years,19,288510,6.59
New Zealand,2011,female,35-54 years,34,633580,5.37
New Zealand,2011,female,75+ years,8,150850,5.3
New Zealand,2011,female,55-74 years,19,419820,4.53
New Zealand,2011,female,5-14 years,3,283270,1.06
New Zealand,2011,male,5-14 years,3,296860,1.01
New Zealand,2012,male,15-24 years,107,331070,32.32
New Zealand,2012,male,35-54 years,151,581830,25.95
New Zealand,2012,male,25-34 years,60,283640,21.15
New Zealand,2012,male,75+ years,24,114250,21.01
New Zealand,2012,male,55-74 years,55,411660,13.36
New Zealand,2012,female,15-24 years,41,310390,13.21
New Zealand,2012,female,75+ years,12,153580,7.81
New Zealand,2012,female,35-54 years,48,629670,7.62
New Zealand,2012,female,25-34 years,22,291540,7.55
New Zealand,2012,female,55-74 years,17,432800,3.93
New Zealand,2012,male,5-14 years,7,297240,2.35
New Zealand,2012,female,5-14 years,5,283200,1.77
New Zealand,2013,male,35-54 years,140,583390,24.0
New Zealand,2013,male,15-24 years,75,319330,23.49
New Zealand,2013,male,75+ years,26,113910,22.83
New Zealand,2013,male,25-34 years,51,264840,19.26
New Zealand,2013,male,55-74 years,74,424590,17.43
New Zealand,2013,female,15-24 years,37,308050,12.01
New Zealand,2013,female,35-54 years,63,635060,9.92
New Zealand,2013,female,25-34 years,21,283720,7.4
New Zealand,2013,female,55-74 years,19,447810,4.24
New Zealand,2013,female,75+ years,5,152240,3.28
New Zealand,2013,female,5-14 years,2,291080,0.69
New Zealand,2013,male,5-14 years,0,305750,0.0
Nicaragua,2010,male,75+ years,8,45706,17.5
Nicaragua,2010,male,25-34 years,82,477796,17.16
Nicaragua,2010,male,35-54 years,73,524715,13.91
Nicaragua,2010,male,15-24 years,83,614837,13.5
Nicaragua,2010,male,55-74 years,23,199900,11.51
Nicaragua,2010,female,15-24 years,33,594335,5.55
Nicaragua,2010,female,25-34 years,15,497514,3.01
Nicaragua,2010,female,35-54 years,18,599881,3.0
Nicaragua,2010,female,55-74 years,4,238978,1.67
Nicaragua,2010,female,5-14 years,7,609040,1.15
Nicaragua,2010,male,5-14 years,5,642002,0.78
Nicaragua,2010,female,75+ years,0,62723,0.0
Nicaragua,2011,male,25-34 years,82,490946,16.7
Nicaragua,2011,male,75+ years,7,47848,14.63
Nicaragua,2011,male,15-24 years,88,615256,14.3
Nicaragua,2011,male,55-74 years,29,208944,13.88
Nicaragua,2011,male,35-54 years,61,539194,11.31
Nicaragua,2011,female,15-24 years,54,593303,9.1
Nicaragua,2011,female,25-34 years,13,508442,2.56
Nicaragua,2011,female,55-74 years,6,250720,2.39
Nicaragua,2011,female,35-54 years,11,616933,1.78
Nicaragua,2011,female,5-14 years,9,603810,1.49
Nicaragua,2011,male,5-14 years,9,637235,1.41
Nicaragua,2011,female,75+ years,0,65290,0.0
Nicaragua,2012,male,25-34 years,74,503628,14.69
Nicaragua,2012,male,15-24 years,73,615327,11.86
Nicaragua,2012,male,55-74 years,24,218891,10.96
Nicaragua,2012,male,35-54 years,53,554382,9.56
Nicaragua,2012,male,75+ years,4,49926,8.01
Nicaragua,2012,female,15-24 years,42,591526,7.1
Nicaragua,2012,female,25-34 years,17,518676,3.28
Nicaragua,2012,female,35-54 years,12,634573,1.89
Nicaragua,2012,female,55-74 years,4,263316,1.52
Nicaragua,2012,female,75+ years,1,67819,1.47
Nicaragua,2012,female,5-14 years,6,599655,1.0
Nicaragua,2012,male,5-14 years,6,633724,0.95
Nicaragua,2013,male,25-34 years,83,515416,16.1
Nicaragua,2013,male,55-74 years,33,229411,14.38
Nicaragua,2013,male,15-24 years,85,615015,13.82
Nicaragua,2013,male,35-54 years,68,570472,11.92
Nicaragua,2013,male,75+ years,6,51968,11.55
Nicaragua,2013,female,15-24 years,38,589004,6.45
Nicaragua,2013,female,35-54 years,15,652953,2.3
Nicaragua,2013,female,25-34 years,10,527875,1.89
Nicaragua,2013,female,5-14 years,10,596571,1.68
Nicaragua,2013,female,55-74 years,2,276506,0.72
Nicaragua,2013,male,5-14 years,1,631355,0.16
Nicaragua,2013,female,75+ years,0,70389,0.0
Nicaragua,2014,male,25-34 years,73,525741,13.89
Nicaragua,2014,male,55-74 years,29,240048,12.08
Nicaragua,2014,male,35-54 years,67,587734,11.4
Nicaragua,2014,male,15-24 years,65,614142,10.58
Nicaragua,2014,male,75+ years,4,54010,7.41
Nicaragua,2014,female,15-24 years,31,585711,5.29
Nicaragua,2014,female,25-34 years,16,535623,2.99
Nicaragua,2014,female,75+ years,2,73073,2.74
Nicaragua,2014,female,55-74 years,6,289927,2.07
Nicaragua,2014,female,5-14 years,12,594338,2.02
Nicaragua,2014,male,5-14 years,3,629806,0.48
Nicaragua,2014,female,35-54 years,3,672271,0.45
Nicaragua,2015,male,75+ years,7,56061,12.49
